job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs
1,Data Scientist,Cisco,4.1,Bengaluru,Bangalore,Data Scientist,7-10 Yrs,7.0,10.0
2,Data Scientist,Caterpillar Inc,4.1,Bengaluru,Bangalore,Data Scientist,4-8 Yrs,4.0,8.0
3,Analytics Data Scientist,Foreign IT Consulting MNC,3.6,"Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
4,Data Scientist,Fortune 500 IT Services Company,3.6,"Mumbai, Bengaluru",Bangalore,Data Scientist,10-14 Yrs,0.0,0.0
5,Sr. Artificial Intelligence Engineer,Fortune 500 Product-based MNC,3.6,"Pune, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
6,Data Scientist,Top Rated IT Enterprise,3.6,"Chennai, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
7,Data Scientist,Leading IT Firm,3.6,"Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
8,Advanced Data Scientist,Exxon Mobil Corporation,3.7,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
9,"Data Scientist, Google Play, Product",Google,4.4,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
10,Machine Learning Data Scientist,Hsbc,3.8,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
11,Sr Data Scientist - Advanced Machine Learning,Target,4.0,Bengaluru,Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
12,Data Scientist - Service Parts Supply Chain,Philips,3.8,Bengaluru,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0
13,Data Scientist Cyber Threat Intelligence,A.P. Moller Maersk,3.9,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
14,Data Scientist,EXL,3.6,"Hybrid - Gurugram, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
15,Data Scientist,Maruti Suzuki,4.1,Bengaluru,Bangalore,Data Scientist,4-7 Yrs,4.0,7.0
16,"Staff Data Scientist, Ads Insights and Measurement",Google,4.4,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
17,AI / ML Data Scientist I,Nielsen Sports,3.8,Bengaluru,Bangalore,Data Scientist,0-3 Yrs,0.0,3.0
18,Data Scientist,Genpact,3.6,"Hybrid - Hyderabad, Gurugram, Bengaluru",Bangalore,Data Scientist,8-12 Yrs,8.0,12.0
19,Marketing Data Scientist/Engineer,Wipro,3.6,"Hybrid - Noida, Kolkata, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
20,Data Scientist-Artificial Intelligence,IBM,3.9,Bangalore Rural,Bangalore,Data Scientist,7-9 Yrs,7.0,9.0
21,Data Scientist,Alstom,3.7,Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
22,Data Scientist - Gen AI,Fractal Analytics,4.0,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
23,Data Scientist - Predictive Intelligence (Sensor Fusion & Time Series),Pump Academy,4.1,Bengaluru(Old Airport Road),Bangalore,Data Scientist,8-12 Yrs,8.0,12.0
24,Data Scientist,Ecolab Global Services,3.4,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
25,Data Scientist,Leading IT Service and Consulting Organization,3.6,"Hybrid - Gurugram, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
26,Data Scientist I,Sparta Systems,4.1,Bengaluru,Bangalore,Data Scientist,0-5 Yrs,0.0,5.0
27,Hiring For data Scientist,Tech Mahindra,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
28,Data Scientist-Artificial Intelligence,IBM,3.9,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
29,Data Scientist,Hackajob,3.6,"Hybrid - Pune, Bengaluru",Bangalore,Data Scientist,2-7 Yrs,2.0,7.0
30,Data Scientist,Ltimindtree,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
31,Data Scientist,VOLKSWAGEN GROUP DIGITAL SOLUTIONS PRIVATE LIMITED,3.9,"Pune, Gurugram, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
32,Data Scientist,Comviva Technology,2.8,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
33,Data Scientist GenAI / Machine Learning,Insight Global Technologies,3.5,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
34,Data Scientist - Gen AI,Fractal Analytics,4.0,"Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
35,Data Scientist,KPI Partners,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-10 Yrs,6.0,10.0
36,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,3.8,Bengaluru,Bangalore,Data Scientist,2-9 Yrs,2.0,9.0
37,Gen AI Data Scientist,Tata Consultancy Services,3.3,"Pune, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
38,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,3.8,"Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Data Scientist,2-9 Yrs,2.0,9.0
39,Data Scientist,Aon,3.8,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,5.0,9.0
40,Data Scientist,Voya India,3.6,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
41,AI Data Engineer/Scientist,Wipro,3.6,Remote,Bangalore,Data Scientist,4-8 Yrs,4.0,8.0
42,Walkin Drive | Bangalore | June 13 | Data Scientist,Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0
43,Data Scientist,Tata Consultancy Services,3.3,"Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-10 Yrs,6.0,10.0
44,Data Scientist / AI/ML Engineer,Black and white Business Solution,3.6,"Hybrid - Hyderabad, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
45,Staff Data Scientist | (AI ML |Graph Neural Networks and NLP),Neuron7,2.4,Bengaluru,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0
46,Walk-in || Data Scientist,Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0
47,Data Scientist ( Gaming Industry Experince is Mandatory ),Popreach Technologies,4.9,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
48,GenAI - Data Scientist,EXL,3.6,"Gurugram, Bengaluru",Bangalore,Data Scientist,7-10 Yrs,7.0,10.0
49,Walk-in || Data Scientist(6+ yrs exp candidates only),Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0
50,Snowflake AI/ML Engineer / Data Scientist,sharpheads,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
51,Data Scientist,Careernet,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,10-20 Yrs,10.0,20.0
52,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Pune, Chennai, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
53,Data Scientist-Gen AI,Leading IT Service and Consulting Organization,3.6,"Hybrid - Pune, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
54,Data Scientist,Calsoft,2.8,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,5.0,9.0
55,Data Scientist,Ujjivan Small Finance Bank,4.0,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
56,Data Scientist,Tata Consultancy Services,3.3,"Chennai, Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
57,Data Scientist /AI ML Engineer,Globallogic,3.5,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
58,Data Scientist - 23 Feb (Sat)-Weekend Virtual Interview - Pan India,Tata Consultancy Services,3.3,"India, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,6 Yrs,6.0,8.0
59,Data Scientist,Clickpost,2.1,Bengaluru,Bangalore,Data Scientist,4-6 Yrs,4.0,6.0
60,Data Scientist,Novulis,3.7,Hybrid - Bengaluru,Bangalore,Data Scientist,10-20 Yrs,10.0,20.0
61,Data Scientist,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
62,Data Scientist Rag,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
63,Data Scientist (Non-Gaming),Popreach Technologies,4.9,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
64,Data Scientist,Premium,3.6,Bengaluru,Bangalore,Data Scientist,7-10 Yrs,7.0,10.0
65,Data Scientist with GenAI,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
66,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
67,Data Scientist (With Databricks),Diggibyte Technologies,3.4,"Ahmedabad, Chennai, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
68,Data Scientist,Cloudxtreme,4.2,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
69,Data Scientist,Aqilea,4.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
70,Data Scientist,Capgemini,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,6-9 Yrs,6.0,9.0
71,Data Scientist,Capgemini,3.6,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,6-8 Yrs,6.0,8.0
72,Data Scientist (LLM Security),Thales,3.6,Bengaluru,Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
73,Data Scientist,Wipro,3.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
74,Data Scientist IV,Conduent,3.4,Bengaluru,Bangalore,Data Scientist,12-17 Yrs,12.0,17.0
75,data scientist,Movate Technologies,3.1,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
76,Data Scientist,Elios Technologies,3.6,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
77,Data Scientist,Celebal Technologies,3.0,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
78,Data Scientist (Machine Learning),US MNC (analytics),3.6,"Hybrid - Gurugram, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
79,Data Scientist(MLOps)-7-10Yrs-PAN INDIA,Crescendo Global Leadership Hiring India,3.6,"Hybrid - Pune, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
80,Hiring Data scientist,Ascendion Engineering,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
81,Data Scientist,Celebal Technologies,3.0,"Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
82,Data Scientist,LanceSof,3.6,Bengaluru,Bangalore,Data Scientist,6-8 Yrs,6.0,8.0
83,Data Scientist,EXL,3.6,"Hybrid - Pune, Gurugram, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
84,Data Scientist,Ganit Business Solutions,3.8,"Mumbai, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
85,Data Scientist,TEKsystems,3.6,"Hybrid - Pune, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
86,Data Scientist (Sql/Python/Pyspark/Tableau),Visa Consolidated Support Services India,3.5,Bengaluru,Bangalore,Data Scientist,4-6 Yrs,4.0,6.0
87,"Data Scientist, AI Engineering",Trinity Life Sciences,3.6,Bengaluru,Bangalore,Data Scientist,1-5 Yrs,1.0,5.0
88,Data Scientist (ML/AI),Philips,3.8,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
89,Data Scientist,Algoleap Technologies,4.2,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
90,Director - Data Scientist,Makemytrip,3.4,Bengaluru,Bangalore,Data Scientist,14-18 Yrs,14.0,18.0
91,Data Scientist,Axtria,2.7,"Hyderabad, Delhi / NCR, Bengaluru",Bangalore,Data Scientist,4-10 Yrs,4.0,10.0
92,Data Scientist,Leading Client,3.6,Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
93,Data Scientist,Leading Client,3.6,"Noida, Hyderabad, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
94,Data Scientist,Damco Solutions,3.4,Hybrid - Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
95,Data Scientist (4 Months Contract),Carnation Infotech,3.9,Remote,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0
96,Data Scientist,Fluenc,3.6,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
97,Data Scientist,Luxoft,3.6,"Gurugram, Chennai, Bengaluru",Bangalore,Data Scientist,8-12 Yrs,8.0,12.0
98,Data Scientist,Globant,3.4,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,5-9 Yrs,5.0,9.0
99,Data Scientist - Diageo,Premium,3.6,Bengaluru,Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
100,Data Scientist GenAI,Affine Analytics,3.3,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
101,Data Scientist,Straive,3.3,"Hyderabad, Gurugram, Bengaluru",Bangalore,Data Scientist,5-9 Yrs,5.0,9.0
102,Data Scientist,EXL,3.6,"Hybrid - Bangalore Rural, Pune, Gurugram",Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
103,Data Scientist - Collections,Applied Data Finance,4.3,"Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,1-3 Yrs,1.0,3.0
104,Data Scientist with GenAI /Agentic AI,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
105,Data Scientist,CBA Cross Border Associates,3.6,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
106,Data Scientist (Immediate Joiners Only),Straive,3.3,"Hybrid - Hyderabad, Gurugram, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
107,Data Scientist I,Alegeus,2.6,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
108,Data Scientist,Symphonyincubator Business Services,3.6,Bengaluru,Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
109,Data Scientist,Neostats Analytics Solutions,4.2,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,5.0,9.0
110,Data Scientist,Cardinal Drugs Ltd.,3.6,Bengaluru,Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
111,Data Scientist,The It Mind Services,4.1,Bengaluru,Bangalore,Data Scientist,4-12 Yrs,4.0,12.0
112,Data Scientist,Cai Info India,3.7,Bengaluru,Bangalore,Data Scientist,4-8 Yrs,4.0,8.0
113,AI Engineer/Data Scientist(max 60 days notice period),PwC Service Delivery Center,3.3,"Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,2-7 Yrs,2.0,7.0
114,Data Scientist,Global Technology Company @ Pune,3.6,"Gurugram, Bengaluru",Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
115,Data Scientist,Data Collection Infotech,3.0,Bengaluru,Bangalore,Data Scientist,0-4 Yrs,0.0,4.0
116,Data Scientist,Kintellect Partners Llp,3.6,Bengaluru,Bangalore,Data Scientist,0-2 Yrs,0.0,2.0
117,Data Scientist,Global Technology Solutions Company @ Pune,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
118,Data Scientist,Simreka,4.3,Bengaluru,Bangalore,Data Scientist,0-3 Yrs,0.0,3.0
119,Data Scientist | Python | Machine Learning | Bangalore | 6-14 Years,Mascot E Services,3.6,Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
120,AI Engineer / Data Scientist,CGI,4.0,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
121,Data Scientist,Akaike Technologies,3.4,Bengaluru,Bangalore,Data Scientist,0-6 Yrs,0.0,6.0
122,Data Scientist,Hireginie Talent Cloud,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,2-6 Yrs,2.0,6.0
123,Forecasting Analyst / Data Scientist,Locus It Services,4.5,Bengaluru,Bangalore,Data Scientist,2-7 Yrs,2.0,7.0
124,Data Scientist,Aliqan Services,3.6,Bengaluru,Bangalore,Data Scientist,10-15 Yrs,0.0,0.0
125,Senior Data Scientist- Machine Learning,Trinity Life Sciences,3.6,Bengaluru,Bangalore,Data Scientist,0-5 Yrs,0.0,5.0
126,Data Scientist,Client of Talent Corner,3.6,Bengaluru,Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
127,Data Scientist,Leading IT Company,3.6,Remote,Bangalore,Data Scientist,8-12 Yrs,8.0,12.0
128,Data Scientist,Razorthink,3.3,Bengaluru,Bangalore,Data Scientist,0-2 Yrs,0.0,2.0
129,Data Scientist,Jesper Apps Software Services,3.4,"Hosur, Bengaluru",Bangalore,Data Scientist,0-4 Yrs,0.0,4.0
130,Data Scientist,Avance Consulting Services,3.6,"Hyderabad, India, Bengaluru",Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
131,Data Scientist,Fortune India 500 IT Services Company,3.6,Bengaluru,Bangalore,Data Scientist,8-10 Yrs,8.0,10.0
132,Data Scientist,Tekskills india,3.6,Bengaluru,Bangalore,Data Scientist,7-10 Yrs,7.0,10.0
133,Data Scientist I,360DigiTMG,4.1,Bengaluru,Bangalore,Data Scientist,0-2 Yrs,0.0,2.0
134,Data Scientist,Han Digital Solution,3.6,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",Bangalore,Data Scientist,0-3 Yrs,0.0,3.0
135,Data Scientist,Capgemini,3.6,Bengaluru,Bangalore,Data Scientist,4-7 Yrs,4.0,7.0
136,Specialist Data Scientist,VOLKSWAGEN GROUP DIGITAL SOLUTIONS PRIVATE LIMITED,3.9,"Pune, Gurugram, Bengaluru",Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
137,Data Scientist - 29th April (Wednesday) - Virtual Interview,Tata Consultancy Services,3.3,"India, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
138,GenAI Data Scientist - PAN INDIA,Tata Consultancy Services,3.3,"Hyderabad, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
139,Data Scientist,LLP S3bglobal Technologies,3.5,Bengaluru,Bangalore,Data Scientist,0-3 Yrs,0.0,3.0
140,Data Scientist,Tata Consultancy Services,3.3,"Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
141,Gen AI + Data Scientist,Tata Consultancy Services,3.3,"Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
142,Data Scientist III,Conduent,3.4,Bangalore Rural,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
143,Data Scientist III,Conduent,3.4,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
144,Data Scientist I,Conduent,3.4,Bengaluru,Bangalore,Data Scientist,1-6 Yrs,1.0,6.0
145,Data Scientist/Machine Learning Consultant,Infosys,3.5,Bengaluru,Bangalore,Data Scientist,9-13 Yrs,9.0,13.0
146,Data Scientist,Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
147,Data Scientist,Infosys,3.5,Bengaluru,Bangalore,Data Scientist,10-14 Yrs,0.0,0.0
148,Data Scientist,Wize Careers Consultants,3.6,"Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
149,Data Scientist,Indicosmic Capital,3.4,Bengaluru,Bangalore,Data Scientist,1-5 Yrs,1.0,5.0
150,Data Scientist,Cyient,3.6,"Hyderabad, Bengaluru",Bangalore,Data Scientist,5-7 Yrs,5.0,7.0
151,"Data Scientist, Product, Google Play Games",Google,4.4,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
152,Data Scientist,Cognizant,3.7,Bengaluru,Bangalore,Data Scientist,8-10 Yrs,8.0,10.0
153,Data Scientist/ Machine Learning Engineer,Hitachi Vantara,3.5,Bengaluru,Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
154,Data Scientist 3,Lam Research,3.8,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
155,Data Scientist,Shell Pvt Ltd,3.9,Bengaluru,Bangalore,Data Scientist,6-8 Yrs,6.0,8.0
156,Data Scientist AIML,Tata Consultancy Services,3.3,"Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
157,Data Scientist - SCPO - Support Services,Blue Yonder,3.6,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
158,Data Scientist / Machine Learning Engineer Gen AI & LLM,Databricks,2.9,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
159,Data Scientist,Starlight Hr Consulting,3.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
160,Data Scientist Gen AI,Tata Consultancy Services,3.3,"Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
161,Finance Data Scientist,Hitachi Energy,4.0,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
162,Data Scientist,Thermo Fisher Scientific,3.8,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
163,Data Scientist,Tata Consultancy Services,3.3,"Chennai, Bengaluru",Bangalore,Data Scientist,4-10 Yrs,4.0,10.0
164,Data Scientist - Platforms,Microland,3.5,Bengaluru,Bangalore,Data Scientist,2-5 Yrs,2.0,5.0
165,Data Scientist AI/ML,Aziro,3.6,Bengaluru,Bangalore,Data Scientist,7-8 Yrs,7.0,8.0
166,Data Scientist,Egdk,3.8,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
167,Data Scientist,Grid Dynamics,3.1,Bengaluru,Bangalore,Data Scientist,6-8 Yrs,6.0,8.0
168,Data Scientist / Decision Scientist,Maruti Suzuki,4.1,Bengaluru,Bangalore,Data Scientist,2-6 Yrs,2.0,6.0
169,Data Scientist,Infiniti Research,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
170,"Staff Data Scientist I - Python, R & ML",Blue Yonder,3.6,Bengaluru,Bangalore,Data Scientist,5-12 Yrs,5.0,12.0
171,AI Data Scientist,Westernacher Consulting,4.1,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
172,Data Scientist Lead - AI/ML,Talent Socio,3.6,Bengaluru,Bangalore,Data Scientist,7-12 Yrs,7.0,12.0
173,Data Scientist Cyber Threat Intelligence,APM Terminals,4.3,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
174,Data Scientist,Tiger Analytics,3.7,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,4-8 Yrs,4.0,8.0
175,Data Scientist,Smiths Detection,3.7,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
176,Data Scientist,Tavant,3.8,Bengaluru,Bangalore,Data Scientist,4-9 Yrs,4.0,9.0
177,Data Scientist - Gen AI Engineer - 5+ years - Bengaluru/Gurugram,Crescendo Global,3.6,"Hybrid - Hyderabad, Gurugram, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
178,Data scientist,Aqilea,4.6,Bengaluru,Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
179,Data Scientist,Leading Client,3.6,"Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
180,Data Scientist,Movate Technologies,3.1,Hybrid - Bengaluru,Bangalore,Data Scientist,5-8 Yrs,5.0,8.0
181,Data Scientist,CDW TECHNOLOGIES INDIA PRIVATE LIMITED,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,4-6 Yrs,4.0,6.0
182,Data Scientist,Mobile Programming,2.9,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0
183,Specialist Data Scientist,Ltimindtree,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
184,Data Scientist,Straive,3.3,"Noida, Gurugram, Bengaluru",Bangalore,Data Scientist,4-6 Yrs,4.0,6.0
185,Data Scientist,Millennium Management,2.5,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
186,"Data Scientist, Selling Experience",eBay,3.6,Bengaluru,Bangalore,Data Scientist,6-9 Yrs,6.0,9.0
187,Data Scientist,India Health Link,2.5,Bengaluru,Bangalore,Data Scientist,2-7 Yrs,2.0,7.0
188,Member Data Scientist,CoStrategix,2.9,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
189,Data Scientist,eBay,3.6,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
190,Data Scientist - Evaluations,Sarvam,3.6,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0
191,DATA SCIENTIST,Kilonewtons,3.6,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
192,Data Scientist,NuWare,4.1,Bengaluru,Bangalore,Data Scientist,2-3 Yrs,2.0,3.0
193,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0
194,Group Data Scientist,DP World,3.8,Bengaluru,Bangalore,Data Scientist,2-7 Yrs,2.0,7.0
195,Data Scientist-AI/ML,EdgeVerve Systems,3.2,"Hybrid - Chennai, Bengaluru",Bangalore,Data Scientist,6-11 Yrs,6.0,11.0
196,Embedded Data Scientist,Sarvam,3.6,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
197,Data Scientist,Razorthink,3.3,"Mumbai, Delhi / NCR, Bengaluru",Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
198,Data Scientist,Cardinal Health,4.1,Hybrid - Bengaluru(C V Raman Nagar),Bangalore,Data Scientist,6-10 Yrs,6.0,10.0
199,Data Scientist,Dentsu Webchutney,2.9,Bengaluru,Bangalore,Data Scientist,1-2 Yrs,1.0,2.0
200,IC | Data Scientist,Clifyx Technology,3.3,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0
201,Data Scientist - R01542454,brillio-2,3.3,Bengaluru,Bangalore,Data Scientist,5-6 Yrs,5.0,6.0
202,Data Scientist,Antworks,3.4,Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0
203,Data Scientist,Gallagher,3.6,"Hybrid - Navi Mumbai, Pune, Bengaluru",Bangalore,Data Scientist,3-7 Yrs,3.0,7.0
204,Data Scientist,Kiya.ai,3.9,Hybrid - Bengaluru,Bangalore,Data Scientist,7-9 Yrs,7.0,9.0
